CpG	TCGA-67-6217-01A-11D-1756-05	TCGA-50-5942-01A-21D-1756-05	TCGA-67-6215-01A-11D-1756-05	TCGA-38-6178-01A-11D-1756-05	TCGA-73-4676-01A-01D-1756-05	TCGA-49-4488-01A-01D-1756-05	TCGA-75-6207-01A-11D-1756-05	TCGA-50-5933-01A-11D-1756-05	TCGA-73-4658-01A-01D-1756-05	TCGA-50-5941-01A-11D-1756-05	TCGA-50-5931-01A-11D-1756-05	TCGA-75-5122-01A-01D-1756-05	TCGA-67-6216-01A-11D-1756-05	TCGA-75-6212-01A-11D-1756-05	TCGA-75-7031-01A-11D-1947-05	TCGA-55-6981-01A-11D-1947-05	TCGA-91-6828-01A-11D-1856-05	TCGA-50-6595-01A-12D-1856-05	TCGA-44-6779-01A-11D-1856-05	TCGA-49-4487-01A-21D-1856-05	TCGA-55-6712-01A-11D-1856-05	TCGA-50-5936-01A-11D-1626-05	TCGA-44-6146-01A-11D-1756-05	TCGA-55-6983-01A-11D-1947-05	TCGA-05-5715-01A-01D-1626-05	TCGA-49-6744-01A-11D-1856-05	TCGA-64-5774-01A-01D-1626-05	TCGA-05-4390-01A-02D-1756-05	TCGA-05-4425-01A-01D-1756-05	TCGA-38-4632-01A-01D-1756-05	TCGA-38-4631-01A-01D-1756-05	TCGA-05-4433-01A-22D-1856-05	TCGA-50-5044-01A-21D-1856-05	TCGA-05-4410-01A-21D-1856-05	TCGA-05-4415-01A-22D-1856-05	TCGA-50-5944-01A-11D-1756-05	TCGA-75-5126-01A-01D-1756-05	TCGA-80-5608-01A-31D-1947-05	TCGA-71-6725-01A-11D-1856-05	TCGA-55-6543-01A-11D-1756-05
cg27393162	0.371783049679095	0.415113631228331	0.418976036237851	0.432292459583486	0.336922087475855	0.360603937220133	0.319752206911237	0.433147914987562	0.43710769866433	0.452738567028626	0.432115245465321	0.434897031648416	0.500611995516168	0.363480734453717	0.224919306018255	0.314853179239298	0.258835951928899	0.406936153726768	0.365067810380365	0.427915722532362	0.337907843986033	0.292828310520378	0.332254302791697	0.367827753159841	0.370771752034127	0.372208104695561	0.146450815169902	0.263524664097433	0.612805741446702	0.398814857043429	0.274415288387822	0.313414180637309	0.423406698872013	0.323081879919122	0.299633445690616	0.305684622487879	0.472236991285948	0.342068150149278	0.237187657693085	0.455423049009938
cg18974111	0.3446598261385	0.517578229048049	0.315275255483568	0.41655701219754	0.245104921188072	0.264317446551968	0.259654209255979	0.41081712736042	0.451266320296971	0.422521645393219	0.532449338437711	0.44716857315382	0.440670657166217	0.521462355369727	0.23313440303006	0.304120915562288	0.285192027450067	0.422542062257897	0.368272389555813	0.389749455905029	0.320376852667372	0.38190337833511	0.432812190441315	0.335984795653275	0.283612402984347	0.357062500417634	0.157258827047957	0.176646540189494	0.5026381615554	0.304357851469751	0.287299940301438	0.318397355168872	0.428722098897973	0.31586931781138	0.224388058806683	0.203654774465226	0.465636219559209	0.331781167755772	0.235897540758142	0.428279145154287
cg11078875	0.509839906530753	0.802571969315509	0.630514700184667	0.477978178171241	0.394258054238253	0.355433305335408	0.36183272245179	0.332759617160091	0.578276515456	0.428719946578703	0.276747510721735	0.443473208498346	0.64142379947047	0.419807242164129	0.222521199948756	0.384912969686175	0.385121947419685	0.473255549927747	0.510911179364622	0.361125599403897	0.404874483445925	0.667148590107283	0.54268086738981	0.493813439781976	0.727636397106618	0.408017652955966	0.17866949615168	0.421448897201974	0.348757063077114	0.535120048370831	0.278583493009988	0.421428340731587	0.499282298153026	0.434798619812857	0.399701571039062	0.45756796748675	0.53672635946351	0.551280082959389	0.225726757436633	0.223548887486701
cg08133525	0.856646113886936	0.943275897468824	0.862021848134354	0.858702069498012	0.777179613303721	0.705419743434916	0.654029114940302	0.906129936845302	0.936652365330038	0.885753805951308	0.80911457976498	0.783764508069172	0.93095540279923	0.782388431844015	0.633081803204932	0.893424846696358	0.722052651339659	0.927104233076544	0.743227160641577	0.72369197946121	0.689600782666844	0.888508836023914	0.903292961676143	0.918346937482936	0.914056368713597	0.800315137135806	0.394423301940324	0.702808861345637	0.927325465150744	0.832403612914133	0.744061891379931	0.914412012231127	0.860607618100649	0.897839737923572	0.839154972246642	0.710411645231569	0.929751658611112	0.889137335384648	0.630272956574846	0.862544539817977
cg22530668	0.824870370906995	0.880590067816247	0.893223342203181	0.860003523421625	0.876319107318127	0.829059966941732	0.876637843579634	0.888901860378745	0.864785407267196	0.717041895528523	0.699622111355315	0.830936499249484	0.843598742635193	0.858576847759756	0.570179185190328	0.877577186909077	0.826873552910782	0.884416732966768	0.793258774922001	0.611510540409597	0.816552208050468	0.883341059194223	0.856046074570736	0.823405749957811	0.868810241844838	0.814122287434966	0.831640111801492	0.876201237054762	0.851722414678308	0.849010206558034	0.547361338272003	0.681375412295925	0.813973849004013	0.824494350806907	0.745967803606572	0.863924977751208	0.83279938431794	0.881572940739178	0.860265969910009	0.886954984552152
cg14559147	0.951091746421587	0.964744868403591	0.957663949003789	0.970374590617485	0.972086081381022	0.967009655491767	0.960084510849563	0.973392430177724	0.968077348375856	0.967058499344531	0.951890966994251	0.96505038309738	0.96810882172127	0.96907888313048	0.962945557398624	0.974183722929514	0.964689888186016	0.96292061552961	0.965157241571717	0.890116808568286	0.96006076359787	0.97278266394157	0.952299753339434	0.973157720427683	0.953864651947456	0.950197836171932	0.941048660856944	0.972902458531078	0.964849226627347	0.973329788827331	0.670615381969364	0.956808422091515	0.970786012828076	0.971102640524651	0.960400775491308	0.969231169919948	0.949842412811558	0.969109853116814	0.969614149714425	0.970138941115562
cg02275243	0.964608581796849	0.973392879642503	0.972962772771665	0.974487703159667	0.969776205812745	0.963357287183774	0.967315170484113	0.953607230287973	0.967326224755397	0.965123195899152	0.896920517468071	0.96852868304489	0.96833213046267	0.974201531832166	0.95644164469355	0.974997666717435	0.970981912199584	0.961957238483792	0.973207575607623	0.781906756533055	0.967163153994326	0.849490484803299	0.966599200620686	0.972273468820332	0.974278784617624	0.96526008901365	0.970987582258182	0.971758926681272	0.968753403223138	0.970486065176455	0.664960274767988	0.962003585878811	0.967430688012595	0.963231969613978	0.9616897837423	0.964878728879179	0.965248622450151	0.968257415763248	0.973404343515467	0.974555445287119
cg23968579	0.433672759335102	0.468649113549278	0.302472297162142	0.654138612555735	0.322185610475214	0.617491068709303	0.709901989457003	0.440336031522968	0.613490759268966	0.480654609131259	0.179549902115368	0.58496351419226	0.361943351544121	0.545707982099298	0.34833541357066	0.53359117936293	0.451374559172516	0.566653672880211	0.339660999526242	0.458085995419451	0.354232666440039	0.450899424625029	0.19629474651271	0.375189307342791	0.563105818873414	0.390120318422247	0.299164690163848	0.759094636395292	0.661583981653176	0.394534172200613	0.567746068707738	0.374551930712335	0.424445343977347	0.487206361122339	0.651101151043874	0.362142708554484	0.446235277785404	0.514835904917069	0.679211360655227	0.548455463504072
cg05372828	0.7313131774984	0.863197432156525	0.89264191367951	0.782579130818704	0.886980500415446	0.648598684473969	0.388464146332811	0.881806169166603	0.857545190524497	0.8092726754452	0.374002472231146	0.635304590192796	0.889429042681103	0.665963509281088	0.400801224191443	0.715594615718733	0.877904572568195	0.82003039094819	0.882336670068497	0.521608143042936	0.694423507346779	0.774180674114371	0.837616128757154	0.748372509363948	0.881316746950608	0.801813926689216	0.231915039572249	0.467339483355597	0.877839370513132	0.748378041359359	0.425460482019459	0.602046149721062	0.71185968958752	0.770601794911295	0.359140897597244	0.562671262400162	0.74767764854624	0.51292321453263	0.72959106102043	0.923352198083548
cg02630629	0.847471481277124	0.7745757306262	0.920811062057854	0.837031327742564	0.893340734942279	0.735444039781424	0.533081749648922	0.908070641759165	0.903114051058465	0.78598045085551	0.45125412984526	0.712686254518689	0.912904214995972	0.917947006445029	0.503307133772589	0.85371921099347	0.871469289534297	0.862473061851758	0.892496815248372	0.642442992895751	0.729197050020353	0.687756851654938	0.813863931993811	0.887082439339409	0.868840680928951	0.811748351238716	0.431009832720741	0.538234330651	0.884091536689694	0.763702710675397	0.491126715241549	0.673674906756338	0.780757425154512	0.754830363248113	0.493419168056704	0.581366803364228	0.84477356240459	0.641133338186806	0.700696446478176	0.939794186278075
cg19308227	0.716507370031492	0.859714774409104	0.809715388102998	0.565490248955711	0.54361843143842	0.42467562239375	0.441759909715136	0.625994239075148	0.843979354590702	0.545980873994013	0.41538683416763	0.728308819116223	0.841923664703119	0.877251344109123	0.469891671651828	0.521459613483353	0.788606123637587	0.647148017768729	0.401818117065861	0.583004852898978	0.504095382171653	0.504695207173397	0.662471439876171	0.609962819645165	0.683347171279705	0.554005436862978	0.379623408939036	0.375471553319951	0.796644837980123	0.63684908617208	0.464093977228354	0.407839791314351	0.537212449401075	0.506247373653059	0.316793409139342	0.445488144323697	0.728738980592394	0.582983055852509	0.477889900861411	0.851761934946482
cg27527922	0.596556930018893	0.468100889917949	0.483357567627371	0.613860905778251	0.622019812093181	0.691692530473235	0.713911392010799	0.57682586774215	0.540513293393358	0.623565638857609	0.364792812770327	0.622674081001998	0.505780128988003	0.431550696174986	0.598363267134267	0.558941261409441	0.52149205468958	0.572060762794594	0.651672117749103	0.627282527550175	0.576982939091437	0.555656994804078	0.409827231483969	0.610183469402041	0.699776970980569	0.611430491662923	0.786994397167897	0.725642459457566	0.525337134701418	0.601835134844611	0.584688477965725	0.475932854817026	0.467924822845522	0.610892338004652	0.55555596771377	0.582800242366067	0.43805772394706	0.632925440677813	0.503359057152085	0.476028508557353
cg12911256	0.0400039264276481	0.0339900145553892	0.0482033955602513	0.0492122644191783	0.0468816527927425	0.0451941928924714	0.0420539447113764	0.0449251745349794	0.0429291416463646	0.0431597728574773	0.0430479890849782	0.0466811789642563	0.0389436688843395	0.0351961256079379	0.0347169049039977	0.0411476502307861	0.0508140350372101	0.0476635434956681	0.0302775730177829	0.0539449507652889	0.0381904799960504	0.0541699976712831	0.0433515984731299	0.0436372439626987	0.0267745884759339	0.0294830039113178	0.0363503456576993	0.0354134207689281	0.0350540776918981	0.0365423142156278	0.0365330342273514	0.0382320623480002	0.0529078106835015	0.0351753252298133	0.0322594949772742	0.040529303296318	0.074612475972087	0.0516855686258531	0.034119778154334	0.0297509796653334
cg18975791	0.44764440654348	0.822763442917258	0.622515398563461	0.587679973130313	0.523580823335751	0.429017103744067	0.804366484161786	0.615169608361657	0.762182923093219	0.630949699750001	0.550262287562055	0.748062292252605	0.556111647699774	0.851328409471044	0.669166468294897	0.773077899615847	0.810535592007289	0.677624835780734	0.639525564858651	0.82553945271095	0.522760558827047	0.5301491518355	0.453665911535792	0.685665430461741	0.635626627355594	0.597647694340949	0.505320288045829	0.743026071831477	0.727368627945492	0.686131561127897	0.551451778837555	0.462252272459837	0.625663515126641	0.715005507436986	0.802178091658602	0.535157323976715	0.629352289786906	0.693034351859076	0.445874921819504	0.521345684584231
cg11019172	0.452340213158012	0.803097033607417	0.684539854148808	0.665799260012084	0.536196804853339	0.737758500038627	0.793226849942567	0.667378342606991	0.764803788974596	0.621325164038102	0.46739397398078	0.773889953795323	0.80294310126226	0.800473852885808	0.609156817580665	0.639253830774712	0.804589811913166	0.737534198658727	0.645838189334043	0.786550839200861	0.797458528983981	0.795930420928014	0.682446579928521	0.819636059202903	0.655740159954071	0.605461467381119	0.787637097179116	0.832560423039974	0.694971130800934	0.47602416824521	0.526537449384	0.791782770439597	0.730227119861258	0.498434774966358	0.34412538393738	0.703870026505046	0.657603094994473	0.809475474930608	0.407238665960637	0.86917119345901
cg15100947	0.883342851975302	0.926517079442347	0.914563620606765	0.873106410691639	0.93869178053232	0.920140732228985	0.922320949378854	0.838751993765642	0.92092820241093	0.645612007579856	0.655667248937544	0.897733101081865	0.519896502214515	0.88287570689083	0.92617831123084	0.936582342645919	0.919183547995486	0.928352016321037	0.911370571856352	0.902828394742633	0.917954448106859	0.924539181108072	0.545780105483415	0.890166668361556	0.92159673414076	0.77570190219625	0.914616422201743	0.923842537753526	0.900955877481694	0.612023750370249	0.933639558149299	0.536272079112169	0.814951527935769	0.729472426382984	0.919675135100221	0.886798084872882	0.896113694731936	0.902491133403265	0.886464962159769	0.938173644803098
cg08679807	0.837564369815756	0.84881774092656	0.837998461757168	0.836696231416949	0.864633834317744	0.838931216075317	0.846338838987592	0.874415562643315	0.86439778899145	0.844852774227919	0.802919703289583	0.854875654078872	0.86297914030324	0.856942166659965	0.818100049591137	0.884226314957248	0.816678962812179	0.805537581642642	0.838085321245959	0.816374848675825	0.804319749550754	0.804540357529544	0.867466901112359	0.829321740291866	0.843755955433392	0.778984467134403	0.770843686917647	0.879392640962111	0.852332936470117	0.902059904089815	0.769730042376054	0.823279817090574	0.791829375575467	0.800107737289756	0.780075977403911	0.80197904609901	0.867099850354358	0.862899569809845	0.68612817913813	0.854224976025631
cg00506442	0.873431854297193	0.902116225829651	0.891969321049576	0.869361186380202	0.911791525899154	0.875989336050065	0.905535701549261	0.895532000721643	0.875117888017127	0.835343833176305	0.861129877694956	0.860968507578576	0.852394779928097	0.872612023982206	0.8914696146801	0.923485089136942	0.870244534559913	0.890026475840381	0.897280673951295	0.896158053527525	0.886082516899224	0.8849023221642	0.875432300299799	0.90850630483173	0.894215532244651	0.895365281141754	0.881834148922879	0.902391281738975	0.844961506396464	0.907138867749396	0.833265038001348	0.884722274335902	0.88097205501658	0.883353171714068	0.862041400742297	0.840991344820763	0.882503525744073	0.913009468853643	0.861935050314009	0.905183872908096
cg22171613	0.904902497468372	0.927297651072956	0.939927417976796	0.917382562448826	0.915363833387919	0.91966829946096	0.940545751470092	0.92304024917539	0.921433632100365	0.927731471155407	0.653939621453598	0.892010734757083	0.931638447738991	0.907235129532773	0.910106232110563	0.937574372686418	0.913424153584629	0.937107374102095	0.894593318288315	0.922618598229975	0.927175614191477	0.933597552853047	0.895128632746476	0.930729595865523	0.927466181038582	0.885998842495645	0.933188405229972	0.938137042559827	0.926714319169919	0.918639347951682	0.909613624630954	0.891797192537611	0.90499450994346	0.894906149985303	0.913610181367028	0.900299711476591	0.932172796645274	0.93132360488585	0.902561390239401	0.930038570671083
cg25345603	0.756196099015282	0.805607237832951	0.779354953149039	0.80248050257865	0.541762424845042	0.713213765167504	0.814412253693256	0.618492239306425	0.800286522337546	0.647188581887684	0.511782482148304	0.763847659144593	0.795369888017858	0.744886022349401	0.608864524881638	0.836688278493877	0.794637533883119	0.790857252174626	0.557143382739364	0.746924318557019	0.617292899425259	0.813385103261608	0.82997024151684	0.774437066905977	0.865298203813337	0.734454978639073	0.474337747921738	0.810476794981272	0.655411219229578	0.741245707568739	0.680157999238633	0.502232450589377	0.578052329609267	0.537189343186233	0.669723762418844	0.797143328711635	0.79503964901788	0.806592422801725	0.750066080673571	0.876499621696307
cg23919534	0.0981779165434294	0.121535626266241	0.093525948491605	0.0801666474362683	0.11500960826002	0.123487933613526	0.158300019068215	0.433563465253037	0.522524713055858	0.071976468876828	0.0917575731218789	0.18549866076543	0.136016055645372	0.076966096660801	0.0406291486683452	0.177568418601664	0.06618827877586	0.251191166181455	0.200420395751693	0.0892830550198289	0.115249170200676	0.317544091756812	0.0939377907783514	0.0880897145704419	0.0937053070394467	0.106686932323543	0.0519915684183871	0.070176393130564	0.229105633279679	0.0775800044388219	0.061623919640003	0.0851137724077835	0.319497816459416	0.115828538396852	0.0979907105281594	0.080463822786422	0.269062865373914	0.0923815340120588	0.185403542688127	0.0827640645720212
cg00158227	0.500118920502084	0.503507388700244	0.473373525760649	0.431917362906637	0.462569410930238	0.529689523072059	0.52010352183645	0.504553094380303	0.4773056141175	0.416681516274122	0.681279095526784	0.439423596425183	0.39625267239156	0.482262771535134	0.517768135818819	0.439881668085991	0.487739275306144	0.448849605929607	0.269655726462611	0.415957786837847	0.48184700907841	0.225853695146593	0.560503716306991	0.393856726907149	0.571869712447972	0.43475172442778	0.515258173495937	0.58753474276593	0.495345011804907	0.594730934100638	0.417756257435758	0.479976186117571	0.426384916617949	0.478564199465059	0.457931942560642	0.267197305594529	0.443213743957383	0.558505100975972	0.542826643940659	0.249739379303756
cg05128003	0.898935508529764	0.882057166376769	0.903723702558004	0.939939424196568	0.882638728971127	0.893961357988639	0.912509324536602	0.929508360821762	0.907523355412837	0.926331298584538	0.668372339179092	0.918117799988055	0.92708585153676	0.946349753177381	0.913172467272664	0.931491949370927	0.927640258346164	0.881502451603933	0.906291428893044	0.917620000695954	0.891163333002686	0.894988560544774	0.515687975278411	0.896947868955203	0.925752933575904	0.934604652322263	0.925105250082651	0.933366452342506	0.932855616920615	0.933339222852666	0.929742873716045	0.646383670476478	0.655748146570896	0.894778878009083	0.920069918878929	0.915732120872697	0.944411809173766	0.916761841792622	0.60695908217403	0.84151983149051
cg21690777	0.151732872929321	0.379069781841797	0.0721237286722523	0.218083495247186	0.11110362403232	0.102758807881234	0.408092361670507	0.120931436450987	0.186678855009143	0.199090590815681	0.102488581661365	0.347392768992699	0.194497421969782	0.170293432182817	0.151578985594159	0.174773559114895	0.150911870831309	0.193574164180818	0.194848868816349	0.332752524407279	0.218947116172927	0.140772202513045	0.0914042681171652	0.177566334826387	0.0609618643888075	0.180256759994622	0.205563322042197	0.201556182943729	0.110027627736637	0.290930816627077	0.128811348017737	0.143560645017258	0.261047011401207	0.161394445175298	0.187774052837501	0.172296901618909	0.0949663761857159	0.136513153857275	0.110557008561923	0.134938230914807
cg10055231	0.754566831740433	0.778880597508838	0.74676971690976	0.736572505436019	0.737856173231454	0.747063138040831	0.75642758693785	0.652143596164295	0.668739147028172	0.621361190986093	0.835049223690914	0.588039468735924	0.7033117259968	0.619159171486995	0.772845963244608	0.71539307411968	0.673705773640437	0.564334156424497	0.683618185218761	0.60892922819782	0.712889013897443	0.704547255073216	0.852668254061014	0.699943944593517	0.782753313470082	0.654344156660779	0.789635065231177	0.823034558940557	0.729419910358915	0.713310111796123	0.651170786293845	0.697770480811712	0.650326277735938	0.69363031524357	0.79550382820912	0.839704086383345	0.574667700587754	0.720195538444316	0.719037086670927	0.761483140202132
cg19936318	0.617079242572249	0.838618882084242	0.869221183291968	0.5862526019382	0.469477347257318	0.526717752382017	0.445449344308689	0.543344881701485	0.736800119070497	0.659383474753776	0.261047415929632	0.771628308011913	0.846768526796702	0.857597539306179	0.436682361529186	0.757102430745618	0.657736792895282	0.76567383017125	0.595683290081595	0.76032099268092	0.656076388306984	0.760273702564734	0.884620118761447	0.698339014551133	0.837690389368719	0.615812921251956	0.520947517336375	0.601698266727343	0.644466136459826	0.864134363010253	0.739201648798467	0.718893401296695	0.801851209686487	0.708368488535287	0.616480201953883	0.570840801606867	0.854203787827205	0.7850647442819	0.324616247874982	0.902660982261
cg05718034	0.879999565645072	0.951608748547807	0.840837103370187	0.917871416842641	0.470350295347508	0.697532542103821	0.424658193219511	0.890820161855766	0.915432115934223	0.901212628388719	0.267083609454874	0.899165473340008	0.93781018885014	0.94881693859082	0.303140339913024	0.808080707277782	0.667831886937567	0.924143601974886	0.835131359625087	0.923586663658069	0.819107746276221	0.808459879931416	0.907565963790362	0.785827236438103	0.914545329563514	0.695181243133331	0.191678371905711	0.612717218614599	0.945300580836382	0.907560361906503	0.881925841657461	0.695283640071624	0.914441940737094	0.627566947813147	0.488271530752153	0.614154235983406	0.948096173248287	0.587032004360622	0.399750396282435	0.958172418108101
cg24579970	0.299484253976017	0.360300223125667	0.395748033921872	0.376457915578574	0.303947384778906	0.280380314500835	0.256597439469461	0.548463171351597	0.530420426067517	0.495242315063588	0.330910770193952	0.42951844121782	0.601492482808854	0.737935389359233	0.255414956003457	0.393526792837692	0.339848623348685	0.598245062188654	0.356637755913709	0.564370375778435	0.306783010927351	0.452515702035254	0.323667048285462	0.464750426332058	0.686685599884617	0.430040917326768	0.452883016893198	0.29099582502355	0.67834579643015	0.327292033954716	0.524592496480406	0.327462834659411	0.537934840566732	0.384608483636835	0.435565483564808	0.2395406303641	0.644082125722631	0.470983987881048	0.237211036321994	0.861007747001186
cg23082387	0.417187084157841	0.349050251863696	0.625458894382748	0.265012675413668	0.135234271893957	0.364593591106927	0.304096081902501	0.122463342850442	0.420434464643189	0.258236962136821	0.0608367134794773	0.369494486020315	0.298244079144819	0.118495327925957	0.0820186621591343	0.386862413963573	0.175385002110347	0.255016762022346	0.550611090862593	0.206235139044695	0.397065379622256	0.096067033539087	0.142832751311768	0.17797070401995	0.378590797919223	0.149420800150624	0.061454570991758	0.103062274949644	0.474255946934466	0.436165210776247	0.284418678010739	0.127204084787407	0.32768600751324	0.27482044350165	0.302114494512572	0.0704559895199535	0.248057509910531	0.0969816852317853	0.0912410568281404	0.491515489500577
cg20800117	0.42914679724471	0.642973682617767	0.562880540489068	0.58863218934869	0.366536183419587	0.396461484342634	0.751865466031518	0.686405940283018	0.592979820897594	0.572198397267073	0.590602402639487	0.608843095121939	0.652372843118658	0.555305086857468	0.375422558618505	0.433365702478764	0.575482185356141	0.730504562322164	0.803861600656261	0.72803425698739	0.496720772989374	0.640140048474484	0.687902301468648	0.626037088187984	0.844127179570315	0.595936245532913	0.426003498703477	0.647444589107978	0.787890334069477	0.65863370062815	0.847839646004196	0.795266357048738	0.618137501258573	0.635705198517621	0.81602564290888	0.33630653266713	0.703765324140309	0.647146323995194	0.276624532871142	0.310043044118516
cg11755201	0.254572191234367	0.196209887697229	0.18149463822544	0.20812684689594	0.434625575270618	0.281613756961467	0.260947895218324	0.310959259558412	0.334958785291	0.402891316773038	0.42543172393794	0.538994713523996	0.2907592903812	0.287778129452502	0.252901219625935	0.270706485920012	0.30549868495885	0.431222569906622	0.438410889022658	0.430591514212063	0.323662445021909	0.394415865576639	0.105390619280945	0.328130372069045	0.153920177614656	0.361427906597105	0.167962195359759	0.224144925737021	0.250276743794493	0.35090861139465	0.778223541691438	0.22818750774467	0.347423285887724	0.382556532742267	0.698453108640066	0.137678368081868	0.389972578079008	0.273506578566062	0.190553096409868	0.196025309517464
cg18795022	0.649782452067229	0.888773065637009	0.716969995136006	0.807746105201579	0.380683236326803	0.51564604751167	0.845987442331056	0.58483175953655	0.770960789027304	0.716708451138413	0.539058889783649	0.561091855107267	0.81474635978071	0.801856340558169	0.67558791688939	0.748061038626281	0.756311969965371	0.709388634829657	0.405536938225348	0.696532197797419	0.543668910238192	0.839938487077451	0.836582708476012	0.784632707173887	0.900741399502892	0.701456300416806	0.87857030788923	0.779574451119249	0.821119417982131	0.593362161546169	0.814342711495233	0.452628732200992	0.547840250167924	0.659993128728479	0.73903795366581	0.738732219622715	0.831448831024078	0.825378830682743	0.259543579823397	0.896674446191493
cg11525548	0.718691864347849	0.780047289813737	0.344125756022261	0.446485743538521	0.846011752698778	0.730583901674784	0.828290490960261	0.764773404415815	0.858384065226813	0.687282725564412	0.704486881226905	0.879363357080091	0.557908861598893	0.451395420089395	0.820906446975314	0.771932930748462	0.675240869487981	0.851649061219702	0.891146871040849	0.791867421038158	0.777093068913733	0.703939424781134	0.612400583965596	0.730713255339123	0.320055479872922	0.70527675684735	0.560520845251811	0.470291992432383	0.384271891491124	0.854814257997363	0.79921048083871	0.457530336698636	0.87183685472968	0.804323826799394	0.890804133886574	0.678060508964427	0.791462903149738	0.648518270347447	0.813832491276118	0.639456974891858
cg24851249	0.406323484781691	0.656723797609425	0.328168336928795	0.390796101004721	0.402350857027159	0.342122968310154	0.378349066943398	0.416884612847974	0.443509556789016	0.405851151494973	0.402180868894749	0.4068902182025	0.500962876557322	0.49485735565695	0.281662900729574	0.401211430432523	0.336869485883073	0.524847310174914	0.27485972912541	0.451618729383716	0.322058498457789	0.398094545986353	0.308870914551355	0.501550033062831	0.6653559868989	0.428949176558753	0.376197741102556	0.310410181564368	0.571888990121239	0.414423971694475	0.54056810196916	0.355234923125991	0.385973174424574	0.319405151605191	0.337846845286212	0.437243054853957	0.462217950300719	0.429808620855964	0.3127178827183	0.488459446793408
cg06082897	0.710884313536335	0.76236972649633	0.753908001014983	0.738402132671761	0.699443040540872	0.593968245296561	0.747713534350642	0.603596531115719	0.71435567760173	0.628229479051458	0.719549250850522	0.605787222122446	0.654882767508158	0.734510377979864	0.540751300750847	0.810627765630884	0.716123024975838	0.594876757875214	0.413841795335539	0.667812368039777	0.461602423848136	0.732453716581064	0.643055464194249	0.714984237929212	0.807759794542444	0.676281657105319	0.623383026961341	0.748322754470461	0.666730251965119	0.718188598447082	0.794851940135632	0.659692473666652	0.462689862280639	0.585716955734743	0.418947195507839	0.811665165470958	0.759339648439051	0.807428272872526	0.71275795418432	0.680158006987422
cg22229039	0.335409201769129	0.302863561941714	0.519626596590848	0.390373738895426	0.722808387225882	0.289719150352746	0.671381516254336	0.41364235941804	0.432312066097025	0.349568975724926	0.283198483679829	0.593019353051572	0.332804581636299	0.326919585778992	0.222269500522287	0.429523923792359	0.294266335718991	0.441937903022897	0.337245216895209	0.451372742630199	0.373224453718537	0.315096806420269	0.216487675731789	0.563815287011789	0.421086065775563	0.36589851332523	0.192616848675403	0.241056193927248	0.304308050053886	0.375961859438874	0.257017770444211	0.236987444806219	0.433628698713499	0.403148637893128	0.285708724533482	0.363593523039143	0.287150459452895	0.212088545524335	0.161532947298835	0.418384792102929
cg00019458	0.81610747130429	0.853608475105017	0.903171376981095	0.875178450854934	0.899041814338544	0.901076447183088	0.924579477661774	0.874949959203622	0.899206604415217	0.891774388299141	0.716292909729174	0.824178290272694	0.874031759765473	0.87768200877496	0.726967223360582	0.925048013299742	0.840917253977325	0.919488303745737	0.934289516198824	0.900906990077874	0.897527896002037	0.848701120687536	0.869812009788032	0.858235676641188	0.898622566761258	0.863521457787047	0.688558293665181	0.828971010209067	0.894326678141715	0.886473618752306	0.875959741321292	0.827020658908847	0.831745975162284	0.881920748671509	0.897551714473754	0.887627618092617	0.888323249981005	0.836871737421875	0.912253239541413	0.925761923309936
cg20014974	0.32166588296051	0.271303365965708	0.221648627831636	0.319761674087016	0.292790417498223	0.30065986766276	0.290120237907473	0.265302619098504	0.348770805566373	0.384841403441782	0.408853325816944	0.399501889983347	0.321953026013897	0.292122868723084	0.28549940919196	0.331410563745899	0.309171414946556	0.296518158227977	0.268454092965644	0.335135176264222	0.328922956514374	0.206682882872473	0.269664886250311	0.31536794413968	0.211669023949767	0.363250948147832	0.180102386783888	0.166512161862666	0.270545437792561	0.316022869122931	0.229316589804026	0.301125403556225	0.323234521706311	0.367198628918457	0.193413013747709	0.281754863465676	0.209810767085288	0.248843564488794	0.206405385224922	0.199909859506861
cg02847588	0.349715779415127	0.320290463283824	0.288322677574874	0.356681446682653	0.347374808752648	0.34713447708064	0.33959136822897	0.301198979323813	0.396681938288893	0.437692492658251	0.414614118652474	0.468507405254089	0.401616725043874	0.345555467254708	0.367903747254597	0.38731723958047	0.373655664131519	0.309522461766276	0.322636853314474	0.44684897240392	0.39588040626344	0.370174271818852	0.261670917865429	0.390898886588366	0.251040746673667	0.407953736599499	0.217162386707902	0.249269024753153	0.302477813461036	0.337685688920074	0.258387582799687	0.343189313938993	0.386293919360727	0.423447192753271	0.248583420182388	0.261684134546618	0.275797306174024	0.265123159997944	0.241974159507037	0.242108358958285
cg13104185	0.23868429158829	0.586351930217038	0.581311300625756	0.247523030361905	0.734303187210388	0.640832968781498	0.740733703548817	0.708695006111059	0.366586650319629	0.427983496484392	0.0664588286640239	0.714582911544943	0.468395449451183	0.743798013465541	0.293165730150088	0.400166929645137	0.293032910056901	0.593289204429795	0.657790518281378	0.454790575805954	0.395796102804905	0.188176225092864	0.173691623169665	0.389831782117477	0.183520610169147	0.392072182436237	0.108426503686701	0.185469659062341	0.355822182857327	0.656768044598544	0.590157588601778	0.287391506587682	0.613102048244567	0.662454134544736	0.67979700513751	0.16443603602412	0.70650600647714	0.276663760888202	0.20038987521517	0.217538909348038
